Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
3305,1,9,11.085,MAS,D,55
3306,1,12,25.686,MAS,C3,50
3307,1,3,10.475,MAS,D,59
3308,2,5,21.634,MAS,C3,43
3309,1,3,12.625,MAS,C3,58
3310,1,12,26.529,MAS,C3,41
3311,7,4,13.919,FEM,D,60
3312,1,9,37.861,FEM,C3,54
3313,2,6,16.718,FEM,ABC1,55
3314,10,3,102.8,FEM,D,56
3315,3,7,15.461,FEM,D,50
3316,3,8,33.29,FEM,E,52
3317,1,11,23.588,FEM,D,57
3318,3,5,6.421,MAS,E,58
3319,2,8,4.312,MAS,D,58
3320,1,9,25.723,FEM,C3,56
3321,1,12,44.355,FEM,E,49
3322,2,1,30.608,FEM,D,55
3323,1,9,16.286,FEM,C3,56
3324,1,12,38.941,FEM,E,59
3325,1,6,25.746,MAS,D,57
3326,11,1,5.42,MAS,E,58
3327,1,3,14.87,MAS,C3,54
3328,2,1,0.87,FEM,C3,61
3329,1,10,12.875,FEM,E,59
3330,2,7,12.067,FEM,C3,60
3331,7,2,18.803,MAS,D,57
3332,1,9,17.787,FEM,C3,53
3333,1,12,57.259,MAS,C3,56
3334,1,6,19.901,FEM,C3,52
3335,1,7,2.182,FEM,E,56
3336,3,3,15.857,FEM,D,59
3337,1,6,23.14,FEM,D,54
3338,8,1,7.236,FEM,D,55
3339,1,7,14.899,FEM,ABC1,57
3340,1,9,26.838,MAS,ABC1,54
3341,1,10,30.471,MAS,C3,56
3342,2,2,10.498,MAS,D,57
3343,1,9,14.622,FEM,C3,54
3344,1,5,9.938,MAS,E,58
3345,1,8,13.561,MAS,E,57
3346,1,4,23.25,FEM,ABC1,49
3347,5,3,24.206,FEM,C3,54
3348,5,3,2.944,MAS,C3,57
3349,7,2,5.292,FEM,C2,55
3350,1,8,13.238,MAS,C3,49
3351,1,1,4.311,FEM,C3,58
3352,2,4,12.444,MAS,ABC1,58
3353,2,6,27.521,MAS,E,60
3354,2,10,36.808,MAS,ABC1,43
3355,1,12,108.618,MAS,ABC1,53
3356,1,11,41.636,MAS,C3,51
3357,5,3,17.407,FEM,C2,62
3358,1,12,69.668,FEM,C3,57
3359,1,3,39.494,FEM,E,58
3360,1,8,31.068,FEM,C3,44
3361,2,9,32.487,FEM,C3,58
3362,1,9,16.121,FEM,D,63
3363,1,12,49.407,FEM,E,54
3364,2,3,39.071,FEM,C3,59
3365,2,6,8.758,MAS,D,55
3366,3,2,18.505,FEM,C3,54
3367,6,2,15.783,FEM,D,63
3368,1,2,12.849,FEM,,55
3369,3,3,1.933,FEM,C3,52
3370,1,2,1.651,MAS,D,57
3371,9,3,11.173,MAS,C3,56
3372,2,5,21.102,MAS,ABC1,51
3373,5,6,17.789,MAS,D,57
3374,3,1,29.276,FEM,C3,49
3375,7,1,19.828,FEM,ABC1,60
3376,1,2,31.72,FEM,D,43
3377,3,3,15.229,FEM,ABC1,53
3378,1,6,7.465,FEM,C3,58
3379,1,3,18.499,MAS,E,58
3380,6,2,2.73,FEM,D,55
3381,1,12,70.017,MAS,C3,57
3382,1,3,19.813,FEM,C3,43
3383,1,5,32.273,MAS,C2,45
3384,11,1,7.026,FEM,D,59
3385,1,12,19.211,MAS,C3,57
3386,3,3,8.499,FEM,C2,54
3387,1,8,21.367,FEM,D,52
3388,1,6,23.148,MAS,C3,55
3389,1,12,24.831,FEM,ABC1,69
3390,2,6,19.489,FEM,C3,43
3391,5,1,8.555,MAS,C3,56
3392,1,9,74.695,FEM,C3,58
3393,3,4,9.317,MAS,C3,59
3394,1,7,41.955,MAS,C2,54
3395,1,11,58.109,FEM,C3,54
3397,1,2,2.288,MAS,D,57
3398,2,4,10.832,MAS,ABC1,56
3399,2,3,9.607,MAS,C3,54
3400,1,11,20.101,FEM,C3,57
3401,1,7,16.407,FEM,D,47
3402,1,11,22.879,FEM,D,59
3403,5,1,4.356,FEM,E,59
3404,4,1,3.252,FEM,C3,58
3405,2,5,19.945,MAS,C3,57
3406,12,1,32.829,FEM,C3,59
3407,1,8,50.262,FEM,ABC1,41
3408,4,2,4.689,FEM,D,61
3409,1,11,18.209,MAS,C3,64
3410,3,2,14.352,FEM,E,61
3411,1,4,4.984,FEM,C3,58
3412,4,1,8.689,MAS,ABC1,
3413,4,1,1.619,MAS,D,60
3414,1,12,53.324,MAS,C3,64
3415,1,8,15.606,FEM,C3,66
3416,7,1,0.198,MAS,D,59
3417,1,11,28.673,FEM,C2,61
3418,3,1,8.128,MAS,C3,65
3419,1,3,10.426,MAS,C3,61
3420,6,4,20.04,FEM,C3,62
3421,4,5,5.35,FEM,C3,65
3422,1,12,23.591,FEM,C3,63
3423,1,3,8.467,MAS,C3,63
3424,2,4,4.706,FEM,E,65
3425,1,3,7.758,FEM,D,62
3426,2,5,9.751,MAS,C3,65
3427,4,3,6.349,MAS,C3,61
3428,1,10,36.456,FEM,C3,58
3429,1,2,4.918,MAS,C3,60
3430,1,10,12.095,MAS,E,70
3431,1,3,3.431,MAS,C2,61
3432,9,1,7.092,FEM,,68
3433,4,4,13.182,FEM,D,64
3434,9,2,31.607,MAS,C3,64
3435,1,11,20.34,MAS,C3,
3436,1,11,33.857,MAS,D,63
3437,1,11,16.019,MAS,ABC1,62
3438,2,1,12.172,FEM,D,65
3439,10,3,21.781,MAS,,58
3440,4,2,1.283,MAS,E,61
3441,1,6,16.259,FEM,C3,62
3442,1,7,7.951,MAS,C3,61
3443,3,2,5.026,MAS,D,64
3444,1,8,22.152,FEM,,65
3445,1,3,21.043,MAS,C3,62
3446,1,2,3.425,MAS,C3,62
3447,2,2,5.335,FEM,C2,69
3448,5,1,8.468,FEM,C3,57
3449,1,4,3.448,FEM,C3,63
3450,7,4,15.681,MAS,C3,60
3451,1,6,23.887,MAS,C2,59
3452,2,4,9.256,MAS,C2,59
3453,1,3,24.315,FEM,C3,60
3454,1,6,17.275,MAS,D,60
3455,1,11,76.95,FEM,C3,63
3456,1,12,77.31,MAS,C3,61
3457,2,2,15.228,MAS,C2,61
3458,2,7,22.91,MAS,ABC1,58
3459,2,1,13.488,FEM,C3,58
3460,2,6,8.686,FEM,C3,61
3461,3,1,3.847,MAS,ABC1,63
3462,5,1,15.214,MAS,C3,60
3463,2,6,20.471,FEM,C3,61
3464,1,11,37.579,MAS,C3,59
3465,1,11,60.995,MAS,ABC1,58
3466,3,2,17.799,MAS,C3,60
3467,5,3,2.208,MAS,,63
3468,1,11,15.983,FEM,D,64
3469,8,1,35.513,MAS,C3,62
3470,3,4,3.267,FEM,C3,64
3471,3,1,2.008,FEM,C3,65
3472,7,2,4.744,FEM,C3,59
3473,1,4,35.705,MAS,,62
3474,1,12,66.284,FEM,C3,46
3475,1,1,9.011,FEM,D,62
3476,7,4,6.234,FEM,C3,66
3477,2,7,60.043,FEM,ABC1,59
3478,10,1,19.514,FEM,C2,63
3479,1,5,17.193,MAS,C2,61
3480,1,9,16.608,MAS,C3,62
3481,1,3,9.727,FEM,C3,64
3482,2,4,26.95,FEM,C3,61
3483,1,8,7.488,FEM,C3,63
3484,2,6,6.639,FEM,D,68
3485,6,2,6.656,MAS,D,61
3486,1,12,43.306,MAS,C3,65
3487,1,10,80.572,FEM,D,62
3488,1,4,17.754,FEM,D,64
3489,2,3,18.803,FEM,C3,64
3490,1,5,2.046,FEM,D,66
3491,1,11,26.784,MAS,C3,62
3492,7,2,9.484,FEM,E,63
3493,3,3,5.466,FEM,C3,58
3494,1,9,21.5,MAS,C2,61
3495,2,4,12.224,MAS,C3,62
3496,1,11,63.591,MAS,C3,64
3497,2,3,19.573,MAS,C3,51
3498,1,11,10.167,FEM,E,62
3499,3,1,8.574,FEM,,67
3500,1,4,9.545,FEM,C3,66
3501,6,2,6.689,FEM,C3,64
3502,1,10,41.037,MAS,D,61
3503,1,10,59.324,MAS,C3,61
3504,1,1,1,MAS,C3,60
3505,1,7,10.627,MAS,C3,62
3506,3,3,7.061,FEM,D,65
3507,3,4,8.235,MAS,C3,60
3508,2,9,5.548,MAS,C3,59
3509,1,7,7.026,MAS,C3,64
3510,1,2,11.186,MAS,D,64
3511,10,2,6.345,FEM,C3,66
3512,9,1,6.773,MAS,E,62
3513,1,7,32.885,FEM,C3,61
3514,1,8,24.491,FEM,C3,64
3515,1,11,15.917,FEM,E,58
3516,2,4,9.418,MAS,E,61
3517,1,6,20.255,MAS,C3,62
3518,1,12,48.257,FEM,C3,62
3519,2,7,12.047,MAS,D,60
3520,1,9,34.39,MAS,C3,60
3521,2,6,15.026,MAS,C3,64
3522,1,9,21.799,MAS,ABC1,53
3523,1,11,20.308,MAS,C3,59
3524,1,1,18.65,FEM,E,61
3525,1,2,60.5,FEM,C2,62
3526,1,4,22.269,MAS,D,61
3527,7,1,6.722,MAS,D,63
3528,1,7,38.906,FEM,C3,62
3529,2,11,27.283,FEM,C3,64
3530,8,1,13.37,MAS,ABC1,59
3531,3,6,24.89,FEM,ABC1,60
3532,1,3,4.284,FEM,,60
3533,1,11,44.655,FEM,D,64
3534,8,1,4.706,FEM,E,62
3535,1,11,18.641,FEM,E,67
3536,1,6,27.776,FEM,E,60
3537,4,3,6.862,FEM,E,64
3538,1,2,7.989,MAS,C3,60
3539,2,2,6.807,FEM,E,64
3540,1,5,15.775,MAS,C3,63
3541,1,2,11.373,MAS,ABC1,62
3542,1,5,37.358,FEM,ABC1,59
3543,2,3,9.32,MAS,C3,63
3544,3,5,14.11,FEM,C3,58
3545,1,2,17.45,FEM,C3,63
3546,1,1,3.269,FEM,C3,69
3547,1,3,103.49,MAS,C3,62
3548,1,6,5.248,FEM,C3,63
3549,3,3,4.886,MAS,E,63
3550,1,4,25.491,MAS,ABC1,57
3551,2,7,25.292,MAS,C3,60
3552,3,4,3.564,FEM,C3,63
3553,1,1,18.703,FEM,C3,62
3554,1,9,23.919,FEM,C3,63
3555,3,3,11.431,MAS,C2,46
3556,3,1,10.067,MAS,D,63
3557,1,12,37.366,MAS,C3,59
3558,1,8,15.119,MAS,C3,59
3559,1,12,50.813,MAS,C3,62
3560,2,3,16.726,MAS,C3,62
3561,2,4,4.496,FEM,E,65
3562,2,8,9.927,FEM,C3,62
3563,3,5,14.662,MAS,D,60
3564,1,8,13.332,MAS,D,62
3565,1,4,3.553,FEM,D,61
3566,3,7,13.919,MAS,D,61
3567,3,5,15.768,MAS,C3,58
3568,1,3,4.423,FEM,E,57
3569,1,7,8.915,FEM,C3,58
3570,1,12,67.652,FEM,C3,62
3571,1,9,66.874,MAS,E,61
3572,2,11,23.979,MAS,C3,59
3573,1,11,22.609,FEM,E,58
3574,2,2,3.415,MAS,D,57
3575,6,4,15.922,MAS,C3,60
3576,1,4,28.244,FEM,C3,65
3577,2,5,28.038,MAS,ABC1,60
3578,6,3,6.028,MAS,C3,60
3579,8,2,3.584,FEM,D,63
3580,1,6,6.196,FEM,E,59
3581,9,2,9.95,FEM,C3,63
3582,1,5,5.482,FEM,D,60
3583,10,1,39.05,FEM,D,63
3584,3,4,5.59,FEM,D,63
3585,1,7,46.611,MAS,C3,61
3586,7,1,11.502,FEM,E,58
3587,1,3,16.399,FEM,D,64
3588,1,11,39.67,MAS,ABC1,60
3589,3,4,1.421,FEM,D,66
3590,1,10,14.35,MAS,D,61
3591,1,3,9.456,MAS,C3,60
3592,1,1,2.395,MAS,D,62
3593,1,6,10.482,MAS,D,60
3594,1,9,30.912,MAS,ABC1,61
3595,1,2,30.439,MAS,D,60
3596,1,2,12.083,FEM,C3,60
3597,2,4,5.114,FEM,E,61
3598,1,7,18.775,FEM,D,61
3599,2,3,10.037,FEM,C3,61
3600,1,7,22.765,MAS,C3,64
3601,1,8,19.626,MAS,C3,62
3602,1,7,8.898,MAS,D,63
3603,1,6,18.96,MAS,C3,58
3604,3,1,2.174,FEM,D,62
3605,6,2,9.815,FEM,E,63
3606,1,8,7.275,MAS,E,60
3607,1,1,6.176,FEM,D,64
3608,4,4,17.264,MAS,C3,61
3609,1,8,9.718,FEM,E,61
3610,2,5,6.359,FEM,ABC1,61
3611,1,2,5.308,FEM,C3,63
3612,1,8,17.568,MAS,C3,60
3613,1,1,16.117,MAS,E,62
3614,1,12,33.104,MAS,E,64
3615,1,1,2.945,FEM,C3,64
3616,2,3,4.708,MAS,C3,59
3617,1,6,30.66,FEM,ABC1,65
3618,1,2,0.761,FEM,D,60
3619,1,5,7.998,FEM,D,63
3620,1,4,22.192,MAS,ABC1,61
3621,6,3,3.849,FEM,C2,49
3622,9,4,20.927,FEM,C3,63
3623,1,3,5.494,MAS,C3,60
3624,1,8,32.111,MAS,C2,58
3625,1,9,20.155,FEM,C3,56
3626,2,7,14.277,MAS,D,67
3627,1,3,7.303,MAS,C3,61
3628,10,2,15.502,MAS,D,58
3629,1,3,7.759,FEM,D,60
3630,2,5,27.124,MAS,D,61
3631,5,2,33.572,MAS,D,61
3632,2,8,22.368,FEM,ABC1,61
3633,1,10,25.275,FEM,C3,57
3634,3,2,19.83,FEM,D,62
3635,4,3,11.027,MAS,C3,61
3636,1,12,21.595,MAS,D,58
3637,3,8,14.887,FEM,D,60
3638,2,2,5.828,FEM,C3,58
3639,1,2,29.269,MAS,D,59
3640,2,9,8.644,MAS,C3,60
3641,5,1,9.218,FEM,E,66
3642,1,6,47.597,MAS,C3,61
3643,3,10,16.841,MAS,ABC1,52
3644,1,5,28.064,MAS,D,60
3645,1,7,13.426,FEM,E,58
3646,1,7,37.031,MAS,E,61
3647,3,6,16.332,MAS,C3,59
3648,1,1,13.274,FEM,D,62
3649,1,3,6.28,MAS,C3,58
3650,1,5,8.592,FEM,D,56
3651,1,6,26.631,FEM,D,63
3652,3,1,16.336,MAS,C3,62
3653,1,3,22.407,,,
3654,1,9,66.556,MAS,ABC1,63
3655,1,10,23.386,FEM,ABC1,52
3656,3,5,25.489,FEM,C3,62
3657,1,7,13.821,MAS,C3,57
3658,3,3,25.129,,,
3659,1,7,21.52,FEM,C3,59
3660,3,10,9.026,MAS,D,60
3661,1,6,7.031,MAS,C2,59
3662,3,6,13.803,FEM,C3,61
3663,1,9,40.44,MAS,C3,59
3664,2,1,7.37,FEM,C3,61
3665,1,10,39.024,FEM,ABC1,57
3666,2,5,14.397,FEM,ABC1,56
3667,6,7,26.193,MAS,C3,56
3668,2,2,5.38,FEM,C3,58
3669,3,4,15.772,MAS,C2,52
3670,3,1,10.323,MAS,C3,50
3671,4,2,2.156,MAS,C3,58
3672,1,3,12.766,FEM,D,57
3673,1,6,15.198,FEM,C3,62
3674,1,9,34.953,FEM,D,59
3675,3,1,16.296,FEM,C3,59
3676,4,2,11.131,FEM,E,63
3677,1,2,19.97,MAS,C2,57
3678,8,1,6.714,MAS,D,59
3679,2,10,36.256,MAS,C3,57
3680,1,1,9.899,MAS,C3,57
3681,1,6,34.644,MAS,C2,62
3682,1,9,38.39,MAS,C3,61
3683,2,1,16.197,FEM,C3,60
3684,3,5,18.025,FEM,D,62
3685,1,6,12.365,FEM,E,58
3686,4,3,5.266,FEM,E,60
3687,1,12,82.775,FEM,C3,59
3688,5,1,1.278,MAS,C3,63
3689,1,12,19.805,MAS,C3,62
3690,1,3,2.626,MAS,C3,59
3691,1,6,18.779,FEM,C3,59
3692,2,3,19.131,FEM,C3,58
3693,1,6,14.43,FEM,C3,50
3694,1,9,16.541,MAS,C3,60
3695,1,10,38,MAS,C3,60
3696,1,11,23.439,FEM,C3,72
3697,2,8,17.413,MAS,D,57
3698,1,10,27.83,FEM,C3,62
3699,9,1,2.092,FEM,D,63
3700,1,7,13.102,MAS,C3,58
3701,1,9,21.41,FEM,E,57
3702,1,1,4.056,MAS,,61
3703,7,1,3.521,FEM,D,58
3704,1,10,13.439,MAS,C3,58
3705,1,8,16.817,MAS,C3,55
3706,1,4,8.836,MAS,D,60
3707,7,2,0.92,MAS,E,57
3708,1,9,40.296,FEM,ABC1,57
3709,2,10,43.108,MAS,C3,58
3710,2,10,11.065,MAS,D,61
3711,1,3,24.011,FEM,C3,58
3712,2,2,23.994,MAS,C3,58
3714,11,1,3.924,FEM,D,61
3715,2,5,18.428,FEM,D,58
3716,2,4,8.68,FEM,D,56
3717,1,3,4.599,FEM,D,61
3718,1,4,29.538,FEM,E,60
3719,2,3,13.848,MAS,C3,56
3720,1,7,16.745,FEM,C3,58
3721,5,4,11.927,FEM,,77
3722,7,1,3.286,FEM,D,58
3723,1,7,18.064,MAS,ABC1,56
3724,1,1,8.064,FEM,C3,60
3725,1,3,16.636,FEM,C3,56
3726,1,9,12.099,MAS,C3,55
3727,7,5,7.397,FEM,C3,55
3728,1,11,68.613,MAS,C3,59
3729,1,2,14.488,MAS,ABC1,57
3730,1,11,76.136,FEM,C3,58
3731,3,2,3.68,MAS,C3,53
3732,3,2,2.374,MAS,E,58
3733,1,5,7.614,MAS,D,60
3734,1,8,18.341,FEM,E,58
3735,1,11,25.062,FEM,D,53
3736,4,3,9.422,MAS,C3,58
3737,2,2,10.465,FEM,C3,57
3738,6,3,11.711,FEM,C3,58
3739,1,4,27.3,FEM,,72
3740,2,1,15.948,FEM,D,60
3741,9,1,12.597,MAS,E,56
3742,5,2,8.031,MAS,D,61
3743,1,7,18.81,MAS,C3,60
3744,1,6,22.03,FEM,E,65
3745,11,1,8.309,MAS,D,59
3746,1,2,18.761,MAS,,58
3747,7,1,12.358,FEM,D,64
3748,1,1,27.267,MAS,ABC1,56
3749,1,4,15.153,MAS,D,58
3750,1,4,11.043,MAS,D,58
3751,2,10,81.389,MAS,C2,56
3752,1,9,16.478,FEM,C3,54
3753,1,10,10.75,MAS,C3,63
3754,1,8,24.991,FEM,ABC1,62
3755,1,3,10.668,FEM,D,61
3756,1,12,37.21,MAS,C3,59
3757,1,7,10.211,MAS,C3,54
3758,1,3,13.168,MAS,D,61
3759,1,7,14.507,FEM,C3,58
3760,7,1,3.319,MAS,C3,65
3761,1,2,9.864,MAS,C3,59
3762,3,3,3.729,MAS,C3,58
3763,1,2,11.576,MAS,ABC1,58
3764,1,7,23.024,MAS,E,58
3765,1,2,9.556,FEM,D,59
3766,1,8,10.601,FEM,D,59
3767,2,5,28.224,FEM,C3,60
3768,1,12,91.561,MAS,ABC1,58
3769,6,1,2.38,MAS,C3,62
3770,1,7,16.043,MAS,C3,55
3771,1,12,25.586,MAS,D,57
3772,2,4,7.175,FEM,C3,62
3773,10,2,9.936,FEM,C3,61
3774,1,4,5.976,MAS,D,59
3775,2,5,20.147,MAS,D,54
3776,1,11,4.178,MAS,C3,59
3777,3,2,16.849,FEM,C3,60
3778,8,4,26.679,FEM,C3,63
3779,1,12,84.918,FEM,C3,60
3780,1,10,34.043,MAS,D,61
3781,1,9,27.058,MAS,D,58
3782,1,7,26.749,MAS,ABC1,60
3783,1,6,52.314,MAS,E,56
3784,1,7,18.764,FEM,E,61
3785,1,3,23.257,MAS,C2,60
3786,3,3,6.751,MAS,E,62
3787,1,5,24.736,FEM,C3,58
3788,1,7,36.976,MAS,D,56
3789,1,6,27.777,MAS,D,57
3790,8,1,3.32,FEM,E,61
3791,2,7,14.678,FEM,ABC1,60
3792,10,1,21.305,FEM,D,57
3793,1,7,54.642,FEM,C3,61
3794,2,8,12.892,MAS,ABC1,51
3795,1,12,32.034,FEM,C3,62
3796,10,1,6.574,MAS,C3,59
3797,1,9,26.398,MAS,ABC1,62
3798,1,9,28.685,FEM,C3,56
3799,1,3,6.073,FEM,E,61
3800,4,3,3.745,FEM,C3,58
3801,3,7,8.967,FEM,C3,62
3802,3,1,10.072,MAS,C3,56
3803,2,6,15.539,FEM,E,59
3804,1,11,14.015,FEM,D,57
3805,1,3,20.603,MAS,D,48
3806,2,3,12.408,FEM,C2,61
3807,1,1,3.278,MAS,C3,60
3808,5,4,35.859,FEM,ABC1,60
3809,1,8,34.932,FEM,C3,54
3810,1,11,28.681,MAS,D,61
3811,2,10,7.063,MAS,D,58
3812,4,2,8.002,FEM,,65
3813,1,11,23.332,FEM,D,44
3814,1,8,14.544,FEM,C3,58
3815,11,1,3.345,FEM,C3,57
3816,7,1,3.499,MAS,,61
3817,1,8,17.62,MAS,C3,57
3818,4,2,15.897,MAS,D,60
3819,1,9,41.999,MAS,C3,57
3820,6,1,2.176,MAS,C3,56
3821,1,11,100.608,FEM,C3,45
3822,1,10,29.746,FEM,C3,43
3823,1,10,52.553,FEM,C2,52
3824,1,3,4.101,FEM,D,49
3825,1,6,14.008,FEM,C3,59
3826,1,9,25.654,FEM,C3,59
3827,1,1,7.134,FEM,C3,61
3828,1,9,12.449,FEM,D,64
3829,1,8,24.828,MAS,ABC1,59
3830,3,4,8.848,FEM,ABC1,57
3831,3,9,31.524,MAS,C3,52
3832,1,7,11.567,MAS,C3,59
3833,4,2,11.257,FEM,C3,63
3834,1,4,5.939,MAS,C3,61
3835,5,3,8.842,FEM,C3,55
3836,1,4,5.309,MAS,D,59
3837,10,1,33.482,FEM,ABC1,61
3838,1,10,31.733,FEM,ABC1,46
3839,1,12,11.936,FEM,C3,58
3840,2,7,13.993,FEM,D,61
3841,1,11,88.643,FEM,C3,62
3842,1,11,11.411,FEM,ABC1,46
3843,1,6,8.806,FEM,ABC1,58
3844,4,4,8.289,MAS,C3,59
3845,1,2,22.725,MAS,C3,61
3846,1,4,35.422,FEM,C3,57
3847,1,8,21.668,FEM,C3,61
3848,1,2,55.038,MAS,C3,58
3849,2,3,7.724,MAS,E,59
3850,1,7,7.381,FEM,D,64
3851,9,1,38.203,FEM,ABC1,60
3852,12,1,14.849,MAS,E,58
3853,1,5,52.963,FEM,C3,59
3854,1,3,39.868,MAS,ABC1,60
3855,3,5,9.604,FEM,C2,59
3856,2,7,21.213,MAS,C3,59
3857,1,9,10.849,FEM,E,60
3858,1,11,9.212,FEM,C3,61
3859,2,3,4.273,MAS,C3,52
3860,3,5,11.944,FEM,ABC1,58
3861,3,8,12.282,MAS,D,57
3862,1,1,11.714,MAS,D,60
3863,1,11,16.098,FEM,C3,63
3864,1,9,38.981,FEM,C2,58
3865,1,10,46.803,MAS,ABC1,59
3866,5,4,5.384,FEM,D,60
3867,5,8,22.603,FEM,D,59
3868,1,5,5.502,FEM,E,60
3869,1,5,11.036,FEM,E,62
3870,1,10,15.86,FEM,D,59
3871,1,11,21.503,FEM,C3,58
3872,2,4,14.812,FEM,E,58
3873,3,10,20.878,FEM,C3,57
3874,1,10,73.741,FEM,C3,60
3875,2,6,9.021,MAS,C3,56
3876,1,12,73.882,MAS,D,58
3877,1,2,11.987,FEM,,63
3878,2,2,10.969,MAS,C3,57
3879,8,1,6.563,MAS,D,57
3880,8,1,3.101,FEM,C3,55
3881,1,3,21.877,FEM,E,60
3882,1,5,22.326,MAS,C3,58
3883,1,9,39.385,FEM,C3,60
3884,1,3,15.636,FEM,E,57
3885,1,3,26.226,MAS,D,58
3886,7,1,4.829,,C2,
3887,7,1,4.193,MAS,D,56
3888,1,8,14.867,MAS,C3,53
3889,2,8,10.904,MAS,C3,58
3890,1,12,110.671,FEM,ABC1,45
3891,1,9,9.994,FEM,C3,56
3892,4,1,12.286,FEM,C3,55
3893,2,10,40.721,MAS,ABC1,58
3894,1,9,17.752,MAS,D,43
3895,2,8,50.137,,ABC1,
3896,1,2,13.824,FEM,C3,56
3897,1,4,8.351,MAS,C3,52
3898,1,8,20.853,MAS,D,48
3899,2,4,4.882,MAS,E,59
3900,1,9,14.525,MAS,C3,50
3901,5,1,2.06,MAS,C3,58
3902,1,10,43.907,FEM,C2,56
3903,1,12,38.557,MAS,C2,45
3905,2,2,6.269,MAS,C2,56
3906,1,2,37.281,MAS,ABC1,55
3907,2,2,11.833,MAS,C3,56
3908,1,6,34.735,MAS,ABC1,61
3909,1,10,29.068,FEM,D,60
3910,1,8,23.08,MAS,C3,59
3911,5,3,23.385,FEM,E,62
3912,11,1,5.857,FEM,C3,62
3913,2,6,52.773,FEM,ABC1,53
3914,6,1,7.757,FEM,D,65
3915,1,8,6.335,FEM,E,58
3916,1,4,16.116,FEM,D,60
3917,3,2,22.507,FEM,E,49
3918,1,9,7.868,MAS,C3,59
3919,1,6,13.035,FEM,E,63
3920,1,4,50.185,FEM,D,64
3921,1,7,18.474,FEM,E,60
3922,1,5,11.904,MAS,C3,60
3923,6,1,7.706,MAS,C3,60
3924,1,8,10.482,MAS,C3,59
3925,5,1,1.433,FEM,C3,62
3926,1,11,46.593,MAS,C3,50
3927,4,1,2.849,FEM,C3,58
3928,1,2,3.271,FEM,C3,56
3929,3,3,6.854,FEM,E,59
3930,6,2,29.929,MAS,C3,60
3931,6,1,27.387,MAS,D,59
3932,4,7,8.912,FEM,E,60
3933,3,1,12.849,MAS,D,58
3934,1,8,15.594,MAS,D,59
3935,2,2,3.916,MAS,D,61
3936,2,2,22.483,MAS,D,59
3937,2,8,31.147,MAS,D,57
3938,1,10,17.965,MAS,D,58
3939,6,2,5.523,MAS,C3,58
3940,2,3,7.986,FEM,C3,59
3941,1,7,58.692,FEM,ABC1,60
3942,2,4,27.279,FEM,C2,62
3943,5,1,5.034,MAS,E,59
3944,1,5,16.552,FEM,ABC1,60
3945,1,8,8.629,FEM,C2,60
3946,1,11,15.415,FEM,C3,59
3947,1,8,18.252,FEM,C3,57
3948,1,12,84.924,FEM,ABC1,59
3949,2,8,21.316,FEM,ABC1,62
3951,3,2,5.76,FEM,D,60
3952,1,7,18.519,MAS,C3,57
3953,2,1,1.832,FEM,C3,54
3954,1,7,11.715,MAS,ABC1,60
3955,1,5,26.404,FEM,C3,55
3956,1,5,10.026,FEM,C3,58
3957,4,2,61.362,FEM,D,45
3958,1,6,44.55,FEM,E,47
3959,2,3,9.842,MAS,D,53
3960,1,7,73.266,FEM,E,57
3961,1,11,28.392,FEM,C3,56
3962,2,4,20.461,MAS,D,60
3963,2,6,30.114,MAS,ABC1,45
3964,8,1,2.765,MAS,D,59
3965,3,1,2.765,FEM,E,64
3967,1,12,8.058,MAS,C3,58
3968,1,2,44.876,MAS,D,54
3969,2,11,17.823,FEM,C3,56
3970,1,1,37.053,FEM,ABC1,57
3971,1,9,11.267,FEM,E,57
3972,1,8,16.409,MAS,C3,57
3973,1,9,31,FEM,C3,51
3974,1,7,11.375,FEM,D,52
3975,2,4,19.332,MAS,C3,53
3976,1,4,15.221,FEM,C3,59
3977,2,7,6.533,MAS,D,53
3978,1,9,33.611,FEM,D,56
3979,8,1,25.433,FEM,E,61
3980,2,9,37.274,MAS,C3,46
3981,2,6,18.646,FEM,ABC1,53
3982,12,1,7.151,MAS,D,60
3983,1,11,32.489,FEM,ABC1,60
3984,1,7,11.711,FEM,C3,55
3985,1,8,15.759,FEM,C3,62
3986,2,1,9.235,FEM,E,59
3987,1,4,11.08,FEM,C3,59
3988,8,2,11.454,FEM,C3,60
3989,1,11,19.603,MAS,D,59
3990,1,3,1.864,MAS,C3,61
3991,1,7,22.428,FEM,D,62
3992,11,1,12.845,MAS,ABC1,58
3993,2,3,12.809,MAS,C3,62
3994,1,7,8.829,MAS,D,60
3995,2,6,39.528,MAS,ABC1,58
3996,2,9,22.674,MAS,E,59
3997,2,8,23.255,FEM,C3,61
3998,1,12,91.14,FEM,D,58
3999,1,11,26.984,FEM,ABC1,60
4000,5,4,4.595,FEM,C3,58
4001,1,2,14.074,MAS,D,57
4002,1,11,12.083,FEM,C3,59
4003,1,11,8.809,MAS,E,61
4004,1,7,11.358,FEM,D,52
4005,3,5,7.421,FEM,C3,61
4006,10,1,12.98,MAS,C3,60
4007,2,6,28.499,FEM,ABC1,56
4008,2,3,41.789,FEM,D,56
4009,1,2,14.988,FEM,D,57
4010,1,9,4.16,FEM,E,58
4011,1,11,20.814,FEM,E,56
4012,12,1,5.2,MAS,E,57
4013,1,10,23.454,MAS,C3,61
4014,1,2,15.527,FEM,E,71
4015,2,3,7.711,MAS,C3,61
